id_transacao,cpf_aluno,data_transacao,mes_referencia,valor,curso,cep_cobranca,cidade,uf,bairro,venda_em_feriado,horas_assistidas,tickets_suporte,nps_score,percentual_conclusao,data_processamento_utc
TX-50164,***.196.425-**,2024-07-02,2024-07,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,100.6,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-50165,***.053.285-**,2024-08-12,2024-08,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50166,***.973.642-**,2024-03-04,2024-03,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50167,***.609.626-**,2024-02-25,2024-02,49.9,Básico,,,,,False,44.2,2.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-50168,***.671.307-**,2024-12-12,2024-12,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50169,***.953.111-**,2024-06-21,2024-06,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,124.6,3.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-50170,***.603.358-**,2024-12-12,2024-12,49.9,Básico,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50171,***.276.365-**,2024-08-05,2024-08,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50172,***.932.896-**,2024-08-14,2024-08,899.0,Anual,90010150,Porto Alegre,RS,Centro Histórico,False,55.3,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50173,***.202.599-**,2024-12-10,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50174,***.952.175-**,2024-10-12,2024-10,99.9,Premium,69010000,Manaus,AM,Centro,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-50175,***.879.968-**,2024-10-14,2024-10,899.0,,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50176,***.359.893-**,2024-02-23,2024-02,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,116.0,3.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-50177,***.971.895-**,2024-12-22,2024-12,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50178,***.647.046-**,2024-08-03,2024-08,99.9,Premium,01001000,São Paulo,SP,Sé,False,17.4,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-50179,***.651.189-**,2024-04-06,2024-04,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,23.5,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50180,***.899.217-**,2024-07-09,2024-07,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50181,***.410.389-**,2024-01-27,2024-01,49.9,Básico,69010000,Manaus,AM,Centro,False,76.3,1.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50182,***.722.113-**,2024-11-04,2024-11,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50183,***.526.547-**,2024-10-25,2024-10,99.9,Premium,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50184,***.220.429-**,2024-08-27,2024-08,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50185,***.102.786-**,2024-01-12,2024-01,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,61.7,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50186,***.653.469-**,2024-11-10,2024-11,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50187,***.513.422-**,2024-08-25,2024-08,899.0,Anual,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50188,***.808.190-**,2024-10-15,2024-10,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50189,***.486.983-**,2024-10-03,2024-10,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50190,***.733.745-**,2024-01-19,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,54.7,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-50191,***.140.868-**,2024-07-21,2024-07,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,105.9,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50192,***.232.737-**,2024-03-04,2024-03,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,67.2,1.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50193,***.982.718-**,2024-10-03,2024-10,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,88.1,2.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50194,***.820.048-**,2024-01-31,2024-01,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,110.6,2.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-50195,***.184.919-**,2024-03-12,2024-03,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50196,***.424.154-**,2024-10-12,2024-10,49.9,Básico,50010000,Recife,PE,Santo Antônio,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-50197,***.613.273-**,2024-03-23,2024-03,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,145.5,0.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-50198,***.244.063-**,2024-01-08,2024-01,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,121.8,4.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-50199,***.874.034-**,2024-06-02,2024-06,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,55.5,5.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-50200,***.577.719-**,2024-02-23,2024-02,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,19.4,1.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50201,***.893.195-**,2024-02-10,2024-02,49.9,Básico,69010000,Manaus,AM,Centro,False,8.0,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-50202,***.866.133-**,2024-05-26,2024-05,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50203,***.518.161-**,2024-02-01,2024-02,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50204,***.024.373-**,2024-08-04,2024-08,899.0,Anual,01001000,São Paulo,SP,Sé,False,68.8,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-50205,***.973.239-**,2024-11-24,2024-11,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50206,***.114.003-**,2024-01-21,2024-01,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,49.0,3.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-50207,***.018.644-**,2024-06-14,2024-06,49.9,Básico,69010000,Manaus,AM,Centro,False,30.8,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50208,***.614.378-**,2024-11-30,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50209,***.174.304-**,2024-02-19,2024-02,99.9,Premium,01001000,São Paulo,SP,Sé,False,112.0,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-50210,***.202.758-**,2024-09-04,2024-09,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50211,***.715.869-**,2024-04-22,2024-04,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50212,***.257.828-**,2024-06-29,2024-06,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,64.2,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50213,***.979.215-**,2024-11-29,2024-11,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50214,***.024.375-**,2024-07-03,2024-07,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50215,***.245.607-**,2024-01-28,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,60.6,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50216,***.242.605-**,2024-12-31,2024-12,49.9,,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50217,***.600.230-**,2024-09-22,2024-09,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50218,***.642.612-**,2024-09-23,2024-09,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50219,***.171.827-**,2024-06-30,2024-06,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50220,***.100.687-**,2024-12-18,2024-12,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50221,***.100.231-**,2024-09-08,2024-09,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50222,***.905.504-**,2024-12-02,2024-12,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50223,***.004.365-**,2024-09-14,2024-09,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50224,***.822.378-**,2024-09-18,2024-09,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50225,***.973.203-**,2024-09-15,2024-09,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50226,***.107.071-**,2024-01-04,2024-01,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,138.6,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-50227,***.052.774-**,2024-08-20,2024-08,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50228,***.927.524-**,2024-06-18,2024-06,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50229,***.907.844-**,2024-01-27,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,52.1,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50230,***.449.353-**,2024-01-11,2024-01,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,85.9,1.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-50231,***.920.530-**,2024-12-16,2024-12,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50232,***.620.448-**,2024-04-15,2024-04,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,21.7,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50233,***.241.056-**,2024-10-19,2024-10,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50234,***.754.661-**,2024-06-23,2024-06,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,31.4,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50235,***.944.869-**,2024-01-11,2024-01,899.0,Anual,,,,,False,95.4,4.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50236,***.554.781-**,2024-07-01,2024-07,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50237,***.671.307-**,2024-02-23,2024-02,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,26.3,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-50238,***.301.604-**,2024-05-31,2024-05,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,1.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50239,***.687.906-**,2024-11-23,2024-11,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50240,***.733.549-**,2024-02-04,2024-02,49.9,,01001000,São Paulo,SP,Sé,False,42.2,2.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-50241,***.457.759-**,2024-09-04,2024-09,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50242,***.533.774-**,2024-05-12,2024-05,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,58.6,4.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50243,***.774.348-**,2024-05-07,2024-05,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50244,***.690.551-**,2024-02-22,2024-02,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,38.7,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-50245,***.833.920-**,2024-02-03,2024-02,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,60.4,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50246,***.282.005-**,2024-12-19,2024-12,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50247,***.872.649-**,2024-10-16,2024-10,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50248,***.913.577-**,2024-04-28,2024-04,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50249,***.761.820-**,2024-07-23,2024-07,49.9,Básico,80010010,Curitiba,PR,Centro,False,103.3,3.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50250,***.034.281-**,2024-08-16,2024-08,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50251,***.316.544-**,2024-09-14,2024-09,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50252,***.452.088-**,2024-11-30,2024-11,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50253,***.840.333-**,2024-01-24,2024-01,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50254,***.153.983-**,2024-03-15,2024-03,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,102.9,4.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50255,***.183.253-**,2024-08-05,2024-08,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50256,***.693.353-**,2024-03-17,2024-03,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,85.6,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50257,***.432.029-**,2024-04-01,2024-04,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50258,***.561.681-**,2024-02-07,2024-02,49.9,Básico,80010010,Curitiba,PR,Centro,False,20.0,4.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-50259,***.060.290-**,2024-11-09,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50260,***.817.203-**,2024-11-23,2024-11,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50261,***.231.067-**,2024-10-16,2024-10,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50262,***.039.261-**,2024-11-04,2024-11,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50263,***.904.290-**,2024-10-18,2024-10,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50264,***.010.783-**,2024-12-22,2024-12,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50265,***.034.471-**,2024-11-02,2024-11,99.9,Premium,,,,,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-50266,***.029.593-**,2024-12-31,2024-12,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50267,***.080.820-**,2024-10-16,2024-10,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50268,***.990.802-**,2024-12-10,2024-12,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50269,***.217.982-**,2024-01-31,2024-01,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,3.3,2.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50270,***.639.343-**,2024-09-16,2024-09,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50271,***.129.592-**,2024-10-10,2024-10,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50272,***.826.199-**,2024-05-12,2024-05,49.9,Básico,80010010,Curitiba,PR,Centro,False,106.5,1.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-50273,***.927.524-**,2024-01-24,2024-01,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,125.0,1.0,,,2026-06-15T15:36:00.445263+00:00
TX-50274,***.845.881-**,2024-03-04,2024-03,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,95.3,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50275,***.293.946-**,2024-10-04,2024-10,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50276,***.226.408-**,2024-05-25,2024-05,99.9,Premium,01001000,São Paulo,SP,Sé,False,17.7,0.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50277,***.069.319-**,2024-08-10,2024-08,99.9,Premium,69010000,Manaus,AM,Centro,False,12.2,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50278,***.880.670-**,2024-09-05,2024-09,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,147.8,2.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-50279,***.849.912-**,2024-09-13,2024-09,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50280,***.684.467-**,2024-06-24,2024-06,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50281,***.182.037-**,2024-12-05,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50282,***.827.681-**,2024-10-21,2024-10,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50283,***.835.505-**,2024-11-29,2024-11,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50284,***.590.947-**,2024-11-17,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50285,***.685.621-**,2024-06-25,2024-06,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,63.4,2.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50286,***.620.429-**,2024-01-12,2024-01,99.9,Premium,69010000,Manaus,AM,Centro,False,149.4,3.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-50287,***.742.054-**,2024-12-10,2024-12,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50288,***.491.801-**,2024-03-11,2024-03,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,33.2,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-50289,***.316.778-**,2024-08-12,2024-08,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,4.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50290,***.737.831-**,2024-01-28,2024-01,49.9,Básico,69010000,Manaus,AM,Centro,False,39.6,0.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50291,***.760.523-**,2024-08-10,2024-08,49.9,Básico,,,,,False,29.9,4.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-50292,***.134.476-**,2024-08-23,2024-08,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50293,***.250.642-**,2024-07-07,2024-07,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,3.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-50294,***.198.327-**,2024-04-07,2024-04,49.9,Básico,,,,,False,93.1,3.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50295,***.015.819-**,2024-02-01,2024-02,99.9,Premium,69010000,Manaus,AM,Centro,False,89.0,5.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-50296,***.657.692-**,2024-04-05,2024-04,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50297,***.879.968-**,2024-06-24,2024-06,49.9,Básico,80010010,Curitiba,PR,Centro,False,108.4,4.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50298,***.175.957-**,2024-09-07,2024-09,899.0,Anual,90010150,Porto Alegre,RS,Centro Histórico,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-50299,***.586.267-**,2024-01-16,2024-01,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50300,***.936.079-**,2024-09-03,2024-09,99.9,Premium,80010010,Curitiba,PR,Centro,False,83.2,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50301,***.367.734-**,2024-12-03,2024-12,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50302,***.120.409-**,2024-05-14,2024-05,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,40.9,3.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50303,***.251.293-**,2024-12-19,2024-12,49.9,Básico,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50304,***.620.805-**,2024-07-01,2024-07,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50305,***.315.828-**,2024-01-31,2024-01,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,24.6,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-50306,***.336.514-**,2024-12-01,2024-12,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50307,***.303.589-**,2024-12-18,2024-12,99.9,Premium,69010000,Manaus,AM,Centro,False,142.5,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50308,***.239.412-**,2024-09-08,2024-09,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50309,***.573.036-**,2024-10-31,2024-10,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50310,***.943.945-**,2024-10-10,2024-10,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50311,***.295.806-**,2024-08-14,2024-08,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50312,***.452.288-**,2024-02-05,2024-02,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,25.6,4.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50313,***.305.966-**,2024-04-20,2024-04,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50314,***.317.749-**,2024-12-16,2024-12,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50315,***.039.251-**,2024-02-12,2024-02,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,23.1,3.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-50316,***.367.960-**,2024-05-28,2024-05,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50317,***.394.762-**,2024-11-23,2024-11,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50318,***.485.524-**,2024-01-23,2024-01,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-50319,***.137.118-**,2024-06-22,2024-06,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,69.2,1.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-50320,***.241.714-**,2024-08-22,2024-08,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50321,***.867.740-**,2024-02-13,2024-02,99.9,Premium,50010000,Recife,PE,Santo Antônio,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-50322,***.235.733-**,2024-04-28,2024-04,49.9,,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50323,***.461.607-**,2024-01-16,2024-01,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,125.2,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50324,***.654.025-**,2024-02-07,2024-02,49.9,Básico,,,,,False,59.0,1.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-50325,***.119.604-**,2024-06-14,2024-06,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50326,***.952.753-**,2024-08-22,2024-08,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,21.7,2.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-50327,***.324.165-**,2024-05-31,2024-05,99.9,,04538133,São Paulo,SP,Itaim Bibi,False,122.8,3.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-50328,***.821.456-**,2024-05-18,2024-05,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,119.0,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-50329,***.481.160-**,2024-05-11,2024-05,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-50330,***.788.754-**,2024-10-30,2024-10,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
